code,street,lat,lon,name
4159,Victoria St,1.29489485,103.8510814,Aft Chijmes
4167,Nth Bridge Rd,1.292500065,103.8514532,City Hall Stn Exit B
4168,Nth Bridge Rd,1.292082215,103.8512599,Aft City Hall Stn Exit B
4179,Bras Basah Rd,1.296479163,103.8514716,Aft Bras Basah Stn Exit A
4211,River Valley Rd,1.290436111,103.8471244,Clarke Quay
4219,River Valley Rd,1.290968028,103.8468678,Opp Clarke Quay
4222,Eu Tong Sen St,1.288989622,103.8470898,Clarke Quay Stn Exit E
4223,Hill St,1.290844761,103.848579,Old Hill St Police Stn
4229,Hill St,1.290448308,103.8487512,High St Ctr
4239,New Bridge Rd,1.288827179,103.8474938,Opp Clarke Quay Stn
4249,Nth Bridge Rd,1.290430394,103.8502622,Opp The Treasury
4251,Nth Boat Quay,1.289738333,103.8488847,Opp High St Ctr
4311,Clemenceau Ave,1.294645753,103.8439214,Aft River Valley Rd
4321,Clemenceau Ave,1.292140008,103.8430365,UE Sq
4329,Clemenceau Ave,1.291970571,103.8432838,Opp UE Sq
4331,River Valley Rd,1.291839394,103.8450409,BEF FORT CANNING STN
4339,River Valley Rd,1.292211,103.845005,FORT CANNING STN EXIT B
5012,Eu Tong Sen St,1.281545833,103.8408772,Bef Pearl'S Hill Terr
5013,Eu Tong Sen St,1.284069799,103.8429987,Chinatown Stn Exit C
5019,New Bridge Rd,1.281183889,103.84105,Aft Duxton Plain Pk
5022,Eu Tong Sen St,1.285710899,103.844372,Aft Chinatown Stn Exit D
5023,Eu Tong Sen St,1.286929284,103.8454038,Opp Hong Lim Pk
5029,Sth Bridge Rd,1.287122834,103.8481978,Boat Quay
5039,New Bridge Rd,1.282938191,103.8425428,New Bridge Ctr
5049,New Bridge Rd,1.285311148,103.8445507,Chinatown Stn Exit E
5059,New Bridge Rd,1.286764201,103.8457504,Hong Lim Pk
5069,New Bridge Rd,1.2802763,103.8402979,Outram Pk Stn Exit 4
5129,Upp Pickering St,1.286011667,103.8463467,Opp One Upp Pickering
5131,Upp Cross St,1.284073056,103.8453381,Opp Hong Lim Cplx
5189,Sth Bridge Rd,1.282091396,103.8452806,Opp Sri Mariamman Tp
5199,Sth Bridge Rd,1.284514558,103.8466605,Opp Hong Lim Cplx
5239,Neil Rd,1.27854113,103.8415105,Bef The Pinnacle@Duxton
5241,Kreta Ayer Rd,1.280719882,103.8422749,Opp Blk 333
5259,Neil Rd,1.279794478,103.8426271,Opp Maxwell Stn Exit 3
5269,Sth Bridge Rd,1.280894,103.844567,Maxwell Stn Exit 2
5271,Tg Pagar Rd,1.279753295,103.8438221,Opp Fairfield Meth Ch
5319,Church St,1.284437,103.849114,OCBC Ctr
5411,Tg Pagar Rd,1.275191657,103.8430919,Tg Pagar Plaza
5419,Tg Pagar Rd,1.274706695,103.8431868,The Amara
5421,Tg Pagar Rd,1.277774706,103.8434635,Aft Craig Rd
5429,Tg Pagar Rd,1.277694131,103.8437065,Bef Craig Rd
5431,Hoe Chiang Rd,1.27408,103.8420461,Aft Tanjong Pagar Rd
5519,Cantonment Rd,1.275534722,103.8411269,Blk 1G
5521,Cantonment Rd,1.276768611,103.8405922,Maritime Hse
5539,Cantonment Rd,1.278515,103.840322,Opp Police Cantonment Cplx
5629,Cantonment Rd,1.273211389,103.84187,Opp Southpoint
5631,Cantonment Link,1.273460559,103.8403472,Blk 16
5641,Keppel Rd,1.272723931,103.8414062,Bef Cantonment Rd
5649,Keppel Rd,1.272384212,103.8409391,Opp Customs Port Br HQ
5651,Tg Pagar Rd,1.273218611,103.8430731,Opp Fuji Xerox Twrs
6011,Outram Rd,1.28166,103.8380139,Outram Pk Stn Exit 7
6029,Outram Rd,1.281770412,103.8383828,Outram Pk Stn Exit 1
6031,Chin Swee Rd,1.286070556,103.8387917,The Landmark Condo
6039,Chin Swee Rd,1.287059979,103.8396256,Blk 8
6049,Outram Rd,1.284748569,103.8351771,BEF OUTRAM FLYOVER
6051,Tiong Bahru Rd,1.28475981,103.8340567,Blk 55
6069,Outram Rd,1.286231577,103.8349616,Aft Furama RiverFront
6071,Zion Rd,1.286858595,103.8336003,Havelock Stn Exit 2
6081,Zion Rd,1.288370864,103.8334988,Havelock Stn Exit 3
6129,Kim Seng Rd,1.290781621,103.8344092,Grand Copthorne Hotel
6131,Zion Rd,1.291524722,103.8322275,Aft Blk 87
6141,Havelock Rd,1.289633009,103.8338124,Havelock Stn Exit 5
6149,Havelock Rd,1.289840457,103.8341153,Havelock Stn Exit 4
6151,Havelock Rd,1.288709768,103.8373728,Hotel Miramar
6159,Havelock Rd,1.289093854,103.8368794,Opp Hotel Miramar
6161,Havelock Rd,1.289017057,103.8399429,Blk 2
6169,Havelock Rd,1.289370789,103.8399894,River Pl Condo
6171,Upp Cross St,1.286101944,103.8425356,Opp State Ct
6189,Havelock Rd,1.287791365,103.8432943,Ctrl Sq
7011,Selegie Rd,1.300996991,103.8498102,Bef Sophia Rd
7021,Selegie Rd,1.303245216,103.8499578,Selegie Ctr
7031,S'goon Rd,1.305720833,103.8512058,Tekka Ctr
7111,S'goon Rd,1.308793665,103.8531752,Broadway Hotel
7211,S'goon Rd,1.313137477,103.8563561,Aft Farrer Pk Stn Exit G
7221,S'goon Rd,1.314966,103.857819,Sri Vadapathira K Tp
7231,Kitchener Rd,1.309658889,103.8573711,Bef Tai Hoe Hotel
7241,Lavender St,1.315571421,103.8590062,Bef S'Goon Rd
7249,Lavender St,1.315368056,103.8594669,Aft Kempas Rd
7319,Jln Besar,1.310388333,103.8587067,Aft Allenby Rd
7329,Jln Besar,1.312844726,103.8598909,Hoa Nam Bldg
7331,Kitchener Rd,1.308249945,103.8589096,Aft King George's Ave
7351,Lavender St,1.313518333,103.8605453,ARC 380
7359,Lavender St,1.313682531,103.8607145,OPP ARC 380
7361,Lavender St,1.311676361,103.8618948,Bef Kallang Bahru
7369,Lavender St,1.311408056,103.8623789,Aft Kallang Bahru
7371,Lavender St,1.3095075,103.8635014,Aft Kallang Rd
7379,Lavender St,1.310173367,103.8633823,Aperia/Bef Kallang Rd
7419,Jln Besar,1.306530241,103.856163,Opp Veerasamy Rd
7517,Bencoolen St,1.301452162,103.8524778,IBIS S'PORE ON BENCOOLEN
7518,Bencoolen St,1.300958284,103.8521118,OPP NAFA CAMPUS 3
7529,Jln Besar,1.304319063,103.8550156,JLN BESAR STN EXIT A
7531,Rochor Canal Rd,1.303656444,103.8525732,Rochor Stn
7539,Sungei Rd,1.304613007,103.852001,Bef Rochor Stn Exit B
7551,Rochor Rd,1.301719758,103.8546132,Fu Lu Shou Cplx
7561,Middle Rd,1.299454465,103.8526798,Bef Waterloo St
7569,Middle Rd,1.299495313,103.853014,Aft Waterloo St
7571,Middle Rd,1.300634446,103.8511401,SUNSHINE PLAZA
7589,Ophir Rd,1.303206098,103.8555,Ch of Our Lady of Lourdes
8011,Clemenceau Ave,1.29706985,103.8436103,Opp Haw Par Glass Twr
8019,Clemenceau Ave,1.296246337,103.8440701,Aft Haw Par Glass Twr
8031,Penang Rd,1.298311538,103.845257,Dhoby Ghaut Stn Exit B
8041,Orchard Rd,1.298110142,103.8478064,YMCA
8057,Orchard Rd,1.299309973,103.8452902,Dhoby Ghaut Stn
8058,Orchard Rd,1.298958343,103.8465412,Aft Dhoby Ghaut Stn
8069,Bras Basah Rd,1.298213823,103.8493613,Bencoolen Stn Exit B
8079,Prinsep St,1.299214444,103.8491033,Sch of the Arts
8111,Penang Rd,1.299869287,103.8409375,Winsland Hse
8121,Somerset Rd,1.300275693,103.8387762,Somerset Stn
8137,Orchard Rd,1.300739684,103.841005,Orchard Plaza
8138,Orchard Rd,1.300478573,103.841847,Concorde Hotel S'pore
9011,Orchard Turn,1.302113351,103.8343167,Opp Ngee Ann City
9022,Orchard Blvd,1.302528348,103.8323978,Orchard Stn Exit 13
9023,Orchard Turn,1.303237273,103.8325418,Opp Orchard Stn/ION
9037,Orchard Rd,1.302340042,103.8370125,Bef Cairnhill Rd
9038,Orchard Rd,1.301542625,103.8385248,Opp Somerset Stn
9047,Orchard Rd,1.304460652,103.8329447,Orchard Stn/Tang Plaza
9048,Orchard Rd,1.303866844,103.8341307,Orchard Stn/Lucky Plaza
9059,Grange Rd,1.300442518,103.836238,Somerset Youth Pk
9111,Orchard Blvd,1.304537526,103.8291453,Opp Four Seasons Hotel
9121,Orchard Blvd,1.303973792,103.8269965,Bef Tomlinson Rd
9131,Grange Rd,1.30392,103.8233381,Opp Orchard Blvd Stn
9139,Grange Rd,1.303528,103.823585,Orchard Blvd Stn Exit 1
9141,Napier Rd,1.305435,103.8217767,British Council
9149,Napier Rd,1.306089814,103.8212215,Opp British Council
9159,Tanglin Rd,1.306026376,103.8256804,Aft Tomlinson Rd
9169,Orchard Rd,1.307013533,103.8283551,Delfi Orchard
9179,Orchard Rd,1.305879662,103.83049,Royal Thai Embassy
9191,Tomlinson Rd,1.304886531,103.8254976,Aft Cuscaden Rd
9212,Scotts Rd,1.307022384,103.8326552,Royal Plaza On Scotts
9213,Scotts Rd,1.307838056,103.8330508,15 Scotts
9219,Scotts Rd,1.307319997,103.8331609,Far East Plaza
10009,Bt Merah Ctrl,1.282101559,103.8172248,Bt Merah Int
10011,New Bridge Rd,1.277738059,103.8374971,BEF NEIL RD
10017,Eu Tong Sen St,1.278320466,103.8376257,Aft Hosp Dr
10018,Eu Tong Sen St,1.279008197,103.8386036,Outram Pk Stn Exit 6/SGH
10021,Neil Rd,1.277448379,103.8383889,Blk 3
10041,Kg Bahru Rd,1.276058348,103.8351907,BEF KAMPONG BAHRU TER
10049,Kg Bahru Rd,1.276233024,103.8348379,OPP KAMPONG BAHRU TER
10051,Jln Bt Merah,1.277411635,103.8321441,Blk 149
10059,Jln Bt Merah,1.277396642,103.8327518,Opp Blk 149
10061,Jln Bt Merah,1.278604722,103.8294864,Blk 140
10069,Jln Bt Merah,1.278554722,103.8300825,Opp Blk 140
10071,Jln Bt Merah,1.280453094,103.8263892,Blk 111
10079,Jln Bt Merah,1.280395014,103.8270891,Blk 201
10081,Jln Bt Merah,1.282278354,103.8224174,Opp Blk 120
10089,Jln Bt Merah,1.282923322,103.8216566,Blk 119
10091,Jln Bt Merah,1.283941086,103.8178396,Bt Merah Town Ctr
10099,Jln Bt Merah,1.284209239,103.8176572,Opp Bt Merah Town Ctr
10101,Jln Bt Merah,1.285061952,103.8137833,OPP BT MERAH SEC SCH
10109,Jln Bt Merah,1.285353157,103.8137053,BT MERAH SEC SCH
10111,Jln Bt Merah,1.285928351,103.8093541,Opp Blk 28
10119,Jln Bt Merah,1.28598009,103.8112252,Opp Pacific Tech Ctr
10121,Kim Tian Rd,1.282599246,103.8289054,Blk 126 CP
10129,Kim Tian Rd,1.28232,103.8285719,Blk 121
10131,Jln Bt Merah,1.286191414,103.8068655,Opp Blk 2
10139,Jln Bt Merah,1.286351354,103.8081,Blk 1
10141,Tiong Bahru Rd,1.285838471,103.8323818,Blk 18
10149,Tiong Bahru Rd,1.286067975,103.8328338,Blk 1
10151,Tiong Bahru Rd,1.285720484,103.8285292,Ctrl Green Condo
10161,Tiong Bahru Rd,1.285931354,103.8266897,Opp Tiong Bahru Stn/Plaza
10169,Tiong Bahru Rd,1.285999614,103.8274812,Tiong Bahru Stn/Plaza
10171,Tiong Bahru Rd,1.28736808,103.82346,Opp Tiong Bahru Pk
10179,Tiong Bahru Rd,1.287223333,103.8239583,Tiong Bahru Pk
10181,Tiong Bahru Rd,1.288503994,103.8210974,BEF AR-RABITAH MQUE
10189,Tiong Bahru Rd,1.288588052,103.8218319,Blk 104A CP
10191,Tiong Bahru Rd,1.28860026,103.8190312,Blk 78
10199,Tiong Bahru Rd,1.288757233,103.8193662,Delta Swim Cplx
10201,Tiong Bahru Rd,1.289281445,103.8166285,Opp Redhill Stn
10209,Tiong Bahru Rd,1.289546317,103.8167289,Redhill Stn
10211,Leng Kee Rd,1.290755,103.8114417,BMW Eurokars Auto
10219,Leng Kee Rd,1.290835,103.81181,Skoda S'pore/Volkswagen Grp
10221,Ganges Ave,1.290329066,103.8311179,Ganges Ctr
10229,Ganges Ave,1.290521378,103.8317819,Opp Harvest Mansions
10231,Ganges Ave,1.290418509,103.827881,Blk 51 CP
10239,Ganges Ave,1.290606888,103.828653,Blk 79
10241,Alexandra Rd,1.290616667,103.8236233,Gan Eng Seng Sec Sch
10249,Alexandra Rd,1.290881389,103.8240778,Opp Gan Eng Seng Sec Sch
10261,Alexandra Rd,1.290903358,103.8204723,Delta Sports Hall
10269,Alexandra Rd,1.291253319,103.8205758,Opp Delta Sports Hall
10271,Alexandra Rd,1.29116,103.8175767,Opp Tanglin View
10279,Alexandra Rd,1.291513732,103.8175766,Tanglin View
10281,Alexandra Rd,1.291538333,103.8144517,SIS Bldg
10287,Alexandra Rd,1.291914,103.813405,Opposite Cycle & Carriage
10289,Alexandra Rd,1.291869975,103.8144064,Opp SIS Bldg
10291,Alexandra Rd,1.292158553,103.8106587,Opp Dawson Pl
10299,Alexandra Rd,1.292334985,103.8114649,Aft Dawson Pl
10321,Tanglin Rd,1.294283329,103.8158784,Opp Grace Ably of God Ch
10329,Tanglin Rd,1.293646713,103.8159746,Crescent Girls' Sch
10331,Henderson Rd,1.281363066,103.8183442,Bef Bt Merah Ctrl
10339,Henderson Rd,1.281158351,103.8185725,Aft Bt Merah Ctrl
10341,Henderson Rd,1.284846396,103.820593,Opp Blk 116
10349,Henderson Rd,1.284977,103.821011,Blk 116
10351,Henderson Rd,1.286755018,103.8220499,Blk 95B
10359,Henderson Rd,1.287238333,103.822593,Opp Blk 95C
10361,Lower Delta Rd,1.280380921,103.8235303,Cendex Ctr
10369,Lower Delta Rd,1.280374712,103.8238734,Opp Cendex Ctr
10371,Lower Delta Rd,1.283650723,103.8245027,Blk 129
10379,Lower Delta Rd,1.283736034,103.8248952,Blk 25B
10381,Lower Delta Rd,1.289069722,103.8255941,Opp Blk 48
10389,Lower Delta Rd,1.28875833,103.8257346,Blk 48
10391,Kg Bahru Rd,1.276271053,103.8312564,Opp Melati Blk 2
10399,Kg Bahru Rd,1.275881663,103.8301945,Melati Blk 2
10401,Hoy Fatt Rd,1.288167299,103.8116785,Shriro Hse
10409,Hoy Fatt Rd,1.287882218,103.8109932,Blk 50
10411,Hoy Fatt Rd,1.289129795,103.8128084,Opp Blk 53
10419,Hoy Fatt Rd,1.288420242,103.8125755,Blk 52
10421,Lengkok Bahru,1.288964,103.814975,Blk 63B
10429,Lengkok Bahru,1.289277906,103.8140481,Blk 54
10431,Lengkok Bahru,1.287195,103.813984,ENABLING VILLAGE
10439,Lengkok Bahru,1.287479569,103.8141894,OPP ENABLING VILLAGE
10441,Lengkok Bahru,1.286568989,103.8116062,Opp Blk 44
10449,Lengkok Bahru,1.286665525,103.8119538,Blk 44
10451,Redhill Rd,1.287623803,103.817256,Opp Blk 71
10459,Redhill Rd,1.287547234,103.8163992,Blk 72
10461,Kay Siang Rd,1.296805974,103.8116914,Opp Blk 95
10469,Kay Siang Rd,1.296684,103.8121692,Bef Margaret Dr
10471,Kay Siang Rd,1.296799931,103.8146822,Bef Tanglin Rd
10479,Kay Siang Rd,1.296681,103.8154738,Aft Tanglin Rd
10481,Redhill Cl,1.287841955,103.8179716,Opp Blk 73
10489,Redhill Cl,1.288116389,103.8177839,Blk 73
10499,Spooner Rd,1.275854004,103.83401,KAMPONG BAHRU TER
10501,Jln Bt Merah,1.281058454,103.8252807,Blk 104
10519,Delta Rd,1.291728,103.826122,Blk 4
10599,Jln Rumah Tinggi,1.28883435,103.80925,Opp Blk 36
10651,Bt Merah Ctrl,1.28329993,103.8154767,Blk 161
10659,Bt Merah Ctrl,1.283623333,103.8147283,Blk 1003
11001,Ghim Moh Rd,1.311072,103.789159,Opposite Ghim Moh Terminal
11009,Ghim Moh Rd,1.311067355,103.7893224,Ghim Moh Ter
11019,Jln Bt Merah,1.286796325,103.8056568,Alexandra Ctrl
11021,Queensway,1.289418056,103.8022869,Aft Queenstown NPC HQ
11029,Queensway,1.290134722,103.8020211,Blk 166/Aft Mei Chin Rd
11031,Queensway,1.291196667,103.800455,Opp Queen's Cl
11039,Queensway,1.292457629,103.7999868,Blk 19
11041,Queensway,1.296245,103.7995233,Aft C'wealth Dr
11049,Queensway,1.295460937,103.7995255,Opp Blessed Sacrament Ch
11051,Queensway,1.298721667,103.800298,Opp Queenstown Polyclinic
11059,Queensway,1.298828928,103.8009739,Queenstown Polyclinic
11061,Queensway,1.302657778,103.8011869,Opp Queensway Sec Sch
11069,Queensway,1.302368532,103.8016176,Queensway Sec Sch
11071,Queensway,1.306213056,103.8017094,Blk 97
11079,Queensway,1.305441389,103.8018525,Opp Blk 95
11081,Queensway,1.308519722,103.8025803,Viz Holland
11089,Queensway,1.309461355,103.8033409,Opp Holland Hill Lodge
11091,Farrer Rd,1.312194441,103.8036738,Leedon Green
11099,Farrer Rd,1.313053333,103.8043767,Opp Leedon Green
11101,Farrer Rd,1.316149711,103.8059601,Empress Rd Mkt/FC
11109,Farrer Rd,1.315524722,103.8057431,Spanish Village
11111,Farrer Rd,1.317801573,103.8077187,Farrer Rd Stn Exit B
11119,Farrer Rd,1.317478335,103.8078561,Farrer Rd Stn Exit A
11131,C'wealth Ave,1.292884999,103.8070669,Queens Condo
11139,C'wealth Ave,1.293198611,103.8074469,Blk 53A CP
11141,C'wealth Ave,1.294637051,103.8058251,Queenstown Stn Exit A/D
11149,C'wealth Ave,1.295064071,103.8059628,Queenstown Stn Exit B/C
11151,C'wealth Ave,1.298635858,103.8024759,Blk 42
11159,C'wealth Ave,1.298004408,103.8036266,Aft Ch Of Our Saviour
11161,C'wealth Ave,1.302133056,103.7983908,C'Wealth Stn Exit A/D
11169,C'wealth Ave,1.302705,103.7983817,C'Wealth Stn Exit B/C
11171,C'wealth Ave,1.305356667,103.7947972,Opp Blk 7B
11179,C'wealth Ave,1.306275214,103.7942794,Blk 8
11181,C'wealth Ave,1.307223333,103.7922764,Opp Blk 43
11189,C'wealth Ave,1.307401389,103.7925422,Blk 43
11191,C'wealth Ave West,1.308016408,103.7883732,The Star Vista
11199,C'wealth Ave West,1.308379707,103.7884315,Blk 15
11201,Holland Rd,1.306926429,103.8118645,CSC Dempsey Clubhse
11209,Holland Rd,1.308172808,103.8103835,Opp Peirce Rd
11211,Holland Rd,1.308387799,103.8093952,Aft Peirce Rd
11219,Holland Rd,1.309885061,103.8071641,Great Eastern Mansions
11221,Holland Rd,1.310019,103.805506,Lien Twrs
11229,Holland Rd,1.310600659,103.8052254,Sommerville Pk
11231,Holland Rd,1.311153163,103.8011992,Aft Hyll on Holland
11239,Holland Rd,1.311528574,103.8016552,Fairlodge
11259,Holland Dr,1.311198879,103.79274,Opp Blk 21
11261,Holland Rd,1.312231684,103.7944462,Holland Village
11269,Holland Rd,1.312561126,103.794538,Opp Holland Village
11271,Holland Rd,1.314734444,103.7900842,Aft East Sussex Lane
11279,Holland Rd,1.314668789,103.7906926,Aft Coronation Rd West
11281,Holland Rd,1.316226944,103.7885219,Aft Tan Boon Chong Ave
11289,Holland Rd,1.316188914,103.7890434,Opp Tan Boon Chong Ave
11291,Holland Rd,1.317927778,103.7859233,Cold Storage Jelita
11299,Holland Rd,1.318269756,103.7855884,Opp Cold Storage Jelita
11301,Sixth Ave,1.318039721,103.7879007,Hse No. 578
11309,Sixth Ave,1.318624439,103.7884299,Hse No. 589
11311,Sixth Ave,1.319896389,103.7891869,Hse No. 532
11319,Sixth Ave,1.32030638,103.7895997,Opp Hse No. 516
11321,Sixth Ave,1.321231389,103.7901036,Opp Regent Villa
11329,Sixth Ave,1.322361397,103.7909809,Regent Villa
11331,Sixth Ave,1.323209188,103.7914467,Opp Dynasty Gdn II
11339,Sixth Ave,1.323986389,103.7920472,Dynasty Lodge
11341,Sixth Ave,1.325515062,103.7928279,Garlick Ville
11349,Sixth Ave,1.325628,103.79304,Opp Garlick Ville
11351,Ghim Moh Rd,1.309345712,103.7894511,Blk 13
11359,Ghim Moh Rd,1.309310226,103.7896861,Opp Blk 13
11361,Nth Buona Vista Rd,1.306496986,103.7905812,Buona Vista Stn Exit C
11369,Nth Buona Vista Rd,1.306325964,103.7908483,Buona Vista Stn Exit D
11379,Nth Buona Vista Rd,1.309170025,103.7923632,Buona Vista Ter
11381,Holland Dr,1.308411379,103.7932829,Blk 10A
11389,Holland Dr,1.30906501,103.7929322,Buona Vista CC
11401,Holland Ave,1.309067222,103.7950744,Holland V Stn/Blk12
11409,Holland Ave,1.307644167,103.7943258,Blk 9
11419,Holland Ave,1.311029814,103.796044,Holland V Stn Exit A
11429,C'wealth Dr,1.30454,103.7983633,Opp Blk 115B
11439,C'wealth Dr,1.306064722,103.8002978,Blk 92
11441,C'wealth Dr,1.297804167,103.7975406,Blk 58
11449,C'wealth Dr,1.298405278,103.7976033,Blk 37B
11451,C'wealth Dr,1.300349722,103.7970728,Blk 72
