code,name,street,lat,lon
22049,Bef Tg Kling Rd,Jln Buroh,1.314466389,103.6978889
22051,Opp Buroh St,Jln Buroh,1.313869167,103.7020447
22059,Aft Buroh St,Jln Buroh,1.313606111,103.7012625
22061,Ceva Logistics,Jln Buroh,1.314276178,103.704641
22069,Opp Ceva Logistics,Jln Buroh,1.31365448,103.7037946
22071,Bef Jurong Pier Rd,Jln Buroh,1.314336368,103.7069513
22079,Aft Jurong Pier Rd,Jln Buroh,1.313943992,103.7080498
22081,Opp Natsteel,Tg Kling Rd,1.305995557,103.7003759
22089,Natsteel,Tg Kling Rd,1.305892778,103.7008781
22091,Aft Jln Samulun,Shipyard Rd,1.308807216,103.6965559
22099,Bef Jln Samulun,Shipyard Rd,1.308797648,103.6968896
22141,Aft Jln Buroh,Pioneer Rd,1.317333006,103.6959517
22149,Bef Jln Buroh,Pioneer Rd,1.317319604,103.6963118
22151,Hitachi,Pioneer Rd,1.320952337,103.6962716
22159,Opp Hitachi,Pioneer Rd,1.320952433,103.6966332
22161,Aft Lok Yang Way,Pioneer Rd Nth,1.325516569,103.6964311
22169,Aft Intl Rd,Pioneer Rd Nth,1.326245429,103.6966158
22171,Opp Secura S'pore,Pioneer Rd Nth,1.329541667,103.6963769
22179,Secura S'Pore,Pioneer Rd Nth,1.330004723,103.6966591
22181,S'pore Post,Pioneer Rd Nth,1.333016111,103.6963769
22189,Pioneer Junction,Pioneer Rd Nth,1.333697107,103.6966629
22191,Soon Lee Depot,Soon Lee Rd,1.33130584,103.6983275
22199,Opp Soon Lee Depot,Soon Lee Rd,1.331022482,103.6984743
22219,Aft Neythal Rd,Intl Rd,1.327645561,103.7026074
22221,Aft Pioneer Rd Nth,Intl Rd,1.327909161,103.6978569
22229,Bef Pioneer Rd Nth,Intl Rd,1.327643343,103.6988747
22231,Blk 639,Jurong West St 61,1.340794867,103.697179
22239,Blk 624,Jurong West St 61,1.340819722,103.6974219
22241,Opp Blk 622,Jurong West St 62,1.340122707,103.6993839
22249,Blk 622,Jurong West St 62,1.340160074,103.6986544
22251,Blk 665A,Jurong West St 62,1.340733333,103.7026567
22259,Blk 668D,Jurong West St 62,1.340891364,103.7025464
22271,Bef Kwong Min Rd,Soon Lee Rd,1.329245828,103.7001115
22281,Aft Soon Lee Rd,Fan Yoong Rd,1.328492643,103.7037526
22289,Bef Fan Yoong Rd,Soon Lee Rd,1.329263333,103.70284
22299,Bef Soon Lee Rd,Kwong Min Rd,1.330688334,103.7017741
22309,Aft Fan Yoong Rd,Enterprise Rd,1.33327,103.7033808
22319,Bef Enterprise Rd,Wan Lee Rd,1.331981389,103.7054525
22329,Opp Sam Mccoy Engrg,Wan Lee Rd,1.330243469,103.7050159
22331,Tg Kling Rd (End),Tg Kling Rd,1.304858477,103.7031792
22341,Blk 673C,Jurong West Ave 4,1.344916161,103.7010333
22349,Blk 734A CP,Jurong West Ave 4,1.345205373,103.7007963
22351,Opp Blk 717,Jurong West Ave 4,1.342774219,103.6980338
22359,Blk 717,Jurong West Ave 4,1.342526667,103.6972753
22361,Blk 641,Jurong West Ave 4,1.340778056,103.6958728
22369,Blk 704,Jurong West Ave 4,1.340331864,103.6951104
22391,Bef Jln Buroh,Tg Kling Rd,1.313427499,103.6957231
22399,Aft Jln Buroh,Tg Kling Rd,1.313457071,103.696016
22401,Aft Shipyard Rd,Tg Kling Rd,1.310078753,103.6971497
22409,Bef Shipyard Rd,Tg Kling Rd,1.310142566,103.6974199
22411,Blk 676B,Jurong West Ave 4,1.34626796,103.703801
22419,Jurong West Sub-Stn,Jurong West Ave 4,1.346532,103.703637
22421,Natl Oxygen Pte Ltd,Tg Kling Rd,1.307755,103.6987239
22429,Opp Natl Oxygen Pte Ltd,Tg Kling Rd,1.307257497,103.6990807
22431,Opp Fei Siong Group,Enterprise Rd,1.333082426,103.7074221
22439,Aft Fei Siong Group,Enterprise Rd,1.333112575,103.7068094
22441,Blk 669 CP,Jurong West St 64,1.342816,103.70358
22449,Blk 685B,Jurong West St 64,1.343058,103.703812
22451,Opp Blk 643,Pioneer Rd Nth,1.338170226,103.6956128
22459,Blk 643,Pioneer Rd Nth,1.338562904,103.6957204
22461,Opp Blk 653B,Pioneer Rd Nth,1.335961944,103.696205
22469,Blk 653B,Pioneer Rd Nth,1.336490625,103.6963187
22471,Blk 991B,Upp Jurong Rd,1.335090477,103.6931454
22479,Opp Blk 991B,Upp Jurong Rd,1.334742425,103.6931026
22481,Blk 691A CP,Jurong West Ctrl 1,1.342462238,103.7055409
22489,Blk 683A,Jurong West Ctrl 1,1.342584603,103.7053683
22491,Blk 662D,Jurong West St 64,1.336702,103.705146
22499,Opp Blk 662C,Jurong West St 64,1.337187,103.704805
22501,Blk 662A,Jurong West St 63,1.337691991,103.7029713
22509,Blk 664C,Jurong West St 63,1.337994051,103.7032349
22511,Blk 658C,Jurong West St 63,1.337461817,103.7002967
22519,Blk 608,Jurong West St 63,1.337733596,103.6999522
22521,Pioneer Stn Exit A,Jurong West St 63,1.337416479,103.6977679
22529,Pioneer Stn Exit B,Jurong West St 63,1.337772628,103.6972862
22531,Opp Jurong West Pr Sch,Jurong West St 61,1.339226733,103.6981438
22539,Jurong West Pr Sch,Jurong West St 61,1.339195237,103.6983868
22541,Blk 655,Boon Lay Way,1.334968048,103.6976102
22549,Opp Blk 655 CP,Boon Lay Way,1.334635631,103.6979536
22551,Blk 657,Boon Lay Way,1.334982043,103.7006562
22559,Opp Blk 657 CP,Boon Lay Way,1.334654622,103.701014
22561,Blk 660 Cp,Boon Lay Way,1.334970385,103.7041443
22569,Opp Blk 660 CP,Boon Lay Way,1.334649396,103.704582
22591,Blk 670A,Jurong West St 64,1.3447589,103.70289
22599,Blk 678D,Jurong West St 64,1.3443608,103.7034508
22609,Soon Lee Bus Pk,Soon Lee Rd,1.330482103,103.6983014
23011,Carrier Transicold P/L,Jln Ahmad Ibrahim,1.322405185,103.6925083
23019,Nippon Paint,Jln Ahmad Ibrahim,1.323021,103.692567
23021,Aft Benoi Sector,Jln Ahmad Ibrahim,1.322435952,103.6851861
23029,Stamford Tyre,Jln Ahmad Ibrahim,1.323021944,103.6862289
23031,Bef Benoi Flyover,Jln Ahmad Ibrahim,1.322395431,103.6809911
23039,Aft Benoi Flyover,Jln Ahmad Ibrahim,1.323031111,103.6815139
23041,Opp Jurong Camp,Upp Jurong Rd,1.333340887,103.6905597
23049,Jurong Camp,Upp Jurong Rd,1.334107641,103.6906114
23051,Bef Kian Teck Rd,Upp Jurong Rd,1.331689722,103.6892814
23059,Aft Kian Teck Rd,Upp Jurong Rd,1.330712847,103.6881376
23061,Aft Kian Teck Rd,Upp Jurong Rd,1.329527778,103.6865222
23069,Bef Kian Teck Rd,Upp Jurong Rd,1.329899505,103.6858202
23071,Opp SAFTI Military Inst,Upp Jurong Rd,1.32977056,103.682578
23079,SAFTI Military Inst,Upp Jurong Rd,1.330179089,103.6818154
23081,Opp S'pore Discovery Ctr,Upp Jurong Rd,1.330116606,103.678268
23089,S'pore Discovery Ctr,Upp Jurong Rd,1.330433729,103.6784347
23091,Nippon,Lok Yang Way,1.324518616,103.6927623
23099,Bef First Lok Yang Rd,Lok Yang Way,1.324671172,103.6928614
23101,Auto World Care,Lok Yang Way,1.324534722,103.6909133
23109,Aft Third Lok Yang Rd,Lok Yang Way,1.324681389,103.6906839
23111,Bef Fourth Lok Yang Rd,Lok Yang Way,1.324546667,103.6883647
23119,Aft Fourth Lok Yang Rd,Lok Yang Way,1.324675615,103.6884774
23121,Opp Leroy-Somer,Lok Yang Way,1.324549519,103.6856463
23129,Leroy-Somer,Lok Yang Way,1.324680967,103.6855876
23131,MES Logistic Hub,Sixth Lok Yang Rd,1.325371111,103.6840469
23139,Bef Lok Yang Way,Sixth Lok Yang Rd,1.325171667,103.6841478
23141,Opp Varco,Sixth Lok Yang Rd,1.326668807,103.6840151
23149,Varco,Sixth Lok Yang Rd,1.326830346,103.6841647
23151,Containers Printers,Intl Rd,1.32788229,103.6848346
23159,Aft Fifth Lok Yang Rd,Intl Rd,1.32766374,103.6856335
23161,Aft Kian Teck Rd,Intl Rd,1.327883956,103.6886947
23169,Bef Kian Teck Rd,Intl Rd,1.327688333,103.6886764
23171,SKK (S) Pte Ltd,Intl Rd,1.327896036,103.6911897
23179,Aft Second Lok Yang Rd,Intl Rd,1.327672844,103.6910203
23181,Aft Kian Teck Rd,Intl Rd,1.327903056,103.6944886
23189,Bef First Lok Yang Rd,Intl Rd,1.327644597,103.6939753
23191,SK Tes,Benoi Sector,1.319661456,103.6836277
23199,Opp SK Tes,Benoi Sector,1.319512645,103.6831235
23201,Pall Corporation,Benoi Sector,1.3196459,103.6862855
23209,NS BlueScope Lysaght,Benoi Sector,1.319503271,103.6857761
23211,Mapletree Logistics Hub,Benoi Sector,1.317920619,103.6892047
23219,Opp Mapletree Log Hub,Benoi Sector,1.318327273,103.6885253
23221,Aft Gul Way,Pioneer Rd,1.308966596,103.671781
23229,Opp Gul Way,Pioneer Rd,1.308687576,103.6718064
23231,Keppel Logistics,Pioneer Rd,1.309265,103.6749183
23239,Opp Keppel Logistics,Pioneer Rd,1.309154,103.675189
23241,Aft Benoi Rd,Pioneer Rd,1.31025436,103.6798116
23249,Bef Benoi Rd,Pioneer Rd,1.309903487,103.6794885
23251,Aft Shipyard Rd,Pioneer Rd,1.311722356,103.6837814
23259,Bef Shipyard Rd,Pioneer Rd,1.311395562,103.683665
23261,Opp Exxon Mobil,Pioneer Rd,1.312648632,103.6857734
23269,Exxon Mobil,Pioneer Rd,1.312406285,103.6857799
23279,Bef Benoi Sector,Pioneer Rd,1.314928759,103.6916285
23281,Aft Pioneer Rd,Benoi Rd,1.306506176,103.6789674
23291,ST Marine,Benoi Rd,1.303824095,103.6793048
23301,Bef Benoi Basin,Benoi Rd,1.302120571,103.679539
23311,Seatrium Benoi Yard,Benoi Rd,1.301786389,103.6774556
23321,Bef Benoi Lane,Benoi Rd,1.30404333,103.6761848
23331,Opp JP Nelson,Benoi Rd,1.306893333,103.6758422
23341,Aft Pioneer Rd,Benoi Rd,1.311184964,103.678508
23349,Bef Pioneer Rd,Benoi Rd,1.310768551,103.6787158
23351,Aft Gul Ave,Benoi Rd,1.316154859,103.6787494
23359,Opp Gul Ave,Benoi Rd,1.315005008,103.6788828
23361,Bef Benoi Sector,Benoi Rd,1.319107705,103.6788383
23369,Aft Benoi Sector,Benoi Rd,1.319078267,103.6791102
23371,Bef Joo Koon Int,Benoi Rd,1.325954453,103.6790815
23379,Opp Joo Koon Int,Benoi Rd,1.326543123,103.6793944
23389,PEC Ltd,Shipyard Rd,1.307556447,103.693773
23399,Keppel Offshore & Marine,Shipyard Rd,1.305336389,103.6923708
23409,Mobil Marine Ter,Shipyard Rd,1.303521389,103.6893364
23419,Bef Shipyard Cres,Shipyard Rd,1.303807778,103.6861461
23429,Opp Mooreast,Shipyard Rd,1.304568337,103.6847205
23439,Opp LP 71,Shipyard Rd,1.30774278,103.6846866
23441,Bef Benoi Pl,Benoi Rd,1.313041869,103.678627
23449,Aft Benoi Pl,Benoi Rd,1.312841667,103.6787758
23451,Opp Chemical Industries,Jln Samulun,1.304026667,103.6972844
23461,Tanoto Shipyard,Jln Samulun,1.305469168,103.6964347
23469,Opp Tanoto Shipyard,Jln Samulun,1.305085201,103.6968346
23471,Aft Benoi Rd,Benoi Sector,1.319663409,103.6809719
23479,Bef Benoi Rd,Benoi Sector,1.319509245,103.6806599
23481,Molex,Intl Rd,1.327916917,103.6817467
23489,Opp Molex,Intl Rd,1.327596882,103.6804886
23491,Joo Koon Stn Exit B,Joo Koon Circle,1.327924084,103.6778086
23499,Joo Koon Stn Exit A,Joo Koon Circle,1.327550924,103.678051
23501,Aft Pioneer Rd Nth,Lok Yang Way,1.324531603,103.6958354
23509,Hoe Keng Motor,Lok Yang Way,1.32468013,103.6956168
23519,Opp FairPrice Hub,Benoi Rd,1.324793524,103.679366
24009,Joo Koon Int,Joo Koon Circle,1.326972547,103.6783979
24011,M.C. Packaging Pte Ltd,Jln Ahmad Ibrahim,1.32230924,103.6776263
24019,Liang Huat Ind Cplx,Jln Ahmad Ibrahim,1.322887219,103.6772821
24021,Meritor Heavy Veh Systems,Jln Ahmad Ibrahim,1.321852572,103.6708798
24029,Mazak S'pore,Jln Ahmad Ibrahim,1.322470964,103.6713266
24041,Opp Pasir Laba Camp,Upp Jurong Rd,1.330353131,103.6749932
24049,Pasir Laba Camp,Upp Jurong Rd,1.33094145,103.6737907
24089,Aft Gul Ave,Gul Way,1.314455761,103.67069
24129,Opp Yeow San Pte Ltd,Joo Koon Way,1.326141806,103.6698714
24139,Opp Toyo Ink,Joo Koon Circle,1.327335922,103.6719301
24149,Aft Joo Koon Cres,Joo Koon Circle,1.327540111,103.6746632
24159,Aft Joo Koon Rd,Joo Koon Circle,1.326842223,103.6766424
24169,Bef Gul Circle,Gul Cres,1.310386247,103.6667159
24179,Bef Gul Lane,Gul Cres,1.309403123,103.6647713
24189,Tai Sin Electric Cables,Gul Cres,1.311162291,103.6619381
24199,JB Ind Pte Ltd,Gul Cres,1.313081523,103.6599367
24209,Aft Gul Lane,Gul Cres,1.315237641,103.6598693
24219,Precision Products,Gul Circle,1.318227016,103.6626715
24229,Aft Gul St 3,Gul Circle,1.319537781,103.6661535
24239,Bef Gul St 1,Gul Circle,1.319791667,103.6690039
24249,Asiatic Agricultural Ind,Gul Circle,1.320014171,103.6723107
24259,DNV GL Laboratory,Gul Circle,1.320224304,103.6756286
24269,Sing Huat Hardware,Gul Circle,1.317960072,103.6766083
24279,Cameron Iron Works,Gul Circle,1.314802775,103.6767463
24289,Opp Keppel T&T,Gul Circle,1.312404575,103.6748585
24299,Aft Gul Way,Gul Circle,1.312158594,103.6716501
24301,SNL Logistics Pte Ltd,Gul Circle,1.312609859,103.6658491
24331,Opp Hong Hang Bldg,Pioneer Rd,1.308548333,103.6686833
24339,Hong Hang Bldg,Pioneer Rd,1.308406667,103.6689933
24341,Seatrium Pioneer Yard,Gul Rd,1.295596248,103.6706958
24349,ST Engrg Gul Yard,Gul Rd,1.29557792,103.6709164
24351,Opp S'pore Takada Ind,Gul Rd,1.298117633,103.6683905
24359,S'pore Takada Ind,Gul Rd,1.298225564,103.6685335
24369,Hanwha Offshore S'pore,Gul Rd,1.300776877,103.6669833
24379,Opp Asia Ind Gases,Gul Rd,1.30366278,103.6658843
24381,GE Keppel Energy Svcs,Gul Rd,1.306888056,103.6653272
24389,Opp GE Keppel Energy Svcs,Gul Rd,1.306684311,103.6655156
24391,Chem-Solv Technologies,Pioneer Sector 2,1.298593199,103.664471
24401,Opp Hoe Huat Engrg,Pioneer Sector 2,1.300316389,103.6635578
24411,Opp Multi Ways Equipment,Pioneer Sector 2,1.302437778,103.6617336
24421,Bef Pioneer Sector 1,Pioneer Sector 2,1.304632778,103.6595061
24431,Aft Pioneer Sector 2,Pioneer Sector 1,1.307266111,103.6577
24441,GSK,Pioneer Sector 3,1.307134983,103.6609683
24451,Opp Cambridge Ind Trust,Pioneer Sector 3,1.305993401,103.6637872
24461,Bef Nam Leong Co Pte Ltd,Pioneer Sector Lane,1.297239315,103.6662602
24489,Aft Joo Koon Way,Joo Koon Rd,1.325743957,103.6711106
24499,Panasonic Ind Devices,Joo Koon Rd,1.32598701,103.6743957
24501,Bef Tuas Flyover,PIE,1.324248968,103.6647979
24509,Aft Tuas Flyover,PIE,1.324314785,103.6641162
24511,GUL CIRCLE STN EXIT A,Tuas Rd,1.319446944,103.6608911
24519,GUL CIRCLE STN EXIT B,Tuas Rd,1.319071944,103.6598081
24521,Bef Tuas Ave 5,Tuas Rd,1.317440843,103.6588784
24529,Aft Tuas Ave 5,Tuas Rd,1.317212489,103.6581665
24531,Utracon Corp,Pioneer Sector 1,1.306226389,103.6568842
24539,Dundee Marine,Pioneer Sector 1,1.304920202,103.6554803
24541,Opp Seatrium Tuas Yard,Pioneer Sector 1,1.302756576,103.6556555
24549,Seatrium Tuas Yard,Pioneer Sector 1,1.302736389,103.6554358
24559,Opp Crystal Offshore,Pioneer Sector 1,1.300793056,103.65748
24571,Seng Heng Engrg,Joo Koon Circle,1.323675558,103.6690675
24581,Opp ESAB,Joo Koon Circle,1.324961389,103.6669958
24599,Bef Joo Koon Way,Joo Koon Rd,1.325622844,103.6692664
24601,Progress Galvanizing,Tuas Rd,1.31334,103.654865
24609,Opp Progress Galvanizing,Tuas Rd,1.313431037,103.6547517
24611,Bef Marinteknik,Tuas Rd,1.310855629,103.6525406
24619,Opp Marinteknik,Tuas Rd,1.31113972,103.6526047
24621,Aft Ocean Tanker,Tuas Rd,1.307971389,103.6497794
24629,Opp Ocean Tanker,Tuas Rd,1.308511389,103.6501553
24631,Bef Benoi Rd,Gul Circle,1.320566576,103.6782444
24639,Aft Benoi Rd,Gul Circle,1.320410128,103.6779157
24641,W Atelier,Gul Ave,1.31424,103.6655139
24651,Metall-Treat Ind,Gul Ave,1.314900278,103.6688261
24671,Hiap Teck Metal Co,Pioneer Rd,1.309578056,103.66123
24679,Opp Hiap Teck Metal Co,Pioneer Rd,1.309293931,103.661255
24681,Opp Jurong Insp Ctr,Pioneer Rd,1.312008749,103.6586335
24689,Jurong Insp Ctr,Pioneer Rd,1.311524362,103.6588959
24691,Aft Tuas Rd,Pioneer Rd,1.313445,103.6571281
24699,Bef Tuas Rd,Pioneer Rd,1.313453056,103.6569025
24701,TUAS CRES STN EXIT B,Pioneer Rd,1.321386,103.649116
24709,TUAS CRES STN EXIT A,Pioneer Rd,1.32089,103.649026
24711,TUAS WEST RD STN EXIT B,Pioneer Rd,1.329871,103.639994
24719,TUAS WEST RD STN EXIT A,Pioneer Rd,1.330051,103.639332
25009,Tuas Ter,Tuas West Dr,1.344995428,103.6392036
25059,Aft Tuas Sth Blvd,Tuas Sth Way,1.270007,103.61725
25061,Kyocera Chemical,Tuas Ave 9,1.327585,103.6452875
25069,Opp Kyocera Chemical,Tuas Ave 9,1.327511796,103.645518
25071,Opp Nissin Trspt,Tuas Ave 9,1.329582778,103.6432064
25079,Nissin Trspt,Tuas Ave 9,1.32944569,103.6434715
25091,Aft Tuas Ave 7,Tuas Ave 12,1.334433056,103.645205
25099,Opto-Pharm,Tuas Ave 12,1.333929107,103.6449493
25101,Opp SMC Mfg,Tuas Ave 1,1.334284729,103.6478375
25109,SMC Mfg,Tuas Ave 1,1.334623333,103.6473225
25111,Aft Tuas Ave 10,Tuas Ave 1,1.332398885,103.6498161
25119,Bef Tuas Ave 10,Tuas Ave 1,1.332126389,103.6499169
25121,Aft Tuas Ave 8,Tuas Ave 1,1.330607633,103.6516966
25129,Aft Tuas Ave 6,Tuas Ave 1,1.329944444,103.6522639
25151,Mercedes-Benz Logistics,Tuas Ave 1,1.329137281,103.6532552
25161,Toyochem Ink,Tuas Ave 1,1.327354229,103.6551062
25169,Opp Galmon S'pore,Tuas Ave 1,1.327749444,103.6545006
25171,Becton Dickinson Med,Tuas Ave 1,1.325466454,103.657112
25179,Sew-Eurodrive,Tuas Ave 1,1.325291389,103.6571133
25181,Bef Tuas Dr 1,Tuas Ave 1,1.323852969,103.6588132
25189,Soon Heng Glass,Tuas Ave 1,1.323839722,103.6586167
25191,Asiatic Engrg,Tuas Ave 1,1.321299796,103.6596844
25199,Rockwool Building Materials,Tuas Ave 1,1.321094722,103.6593317
25201,Aft Tuas Rd,Tuas Ave 3,1.31926,103.6587083
25209,Bef Tuas Rd,Tuas Ave 3,1.319308056,103.6588092
25219,Aft Tuas Ave 2,Jln Ahmad Ibrahim,1.32877104,103.6569223
25221,Raffles Country Club,Jln Ahmad Ibrahim,1.334705894,103.6515311
25229,Crown Beverage Cans S'pore,Jln Ahmad Ibrahim,1.333712729,103.6517625
25231,Opp Asia-Pacific Brewery,Jln Ahmad Ibrahim,1.338658954,103.6474027
25239,Asia-Pacific Brewery,Jln Ahmad Ibrahim,1.337405,103.647955
25249,Aft Tuas West Rd,Jln Ahmad Ibrahim,1.339855,103.6453517
25251,S'pore Rail Test Ctr,Jln Ahmad Ibrahim,1.345284,103.640183
25259,Bef Tuas West Dr,Jln Ahmad Ibrahim,1.344188178,103.6407071
25269,Tuas Checkpt,Jln Ahmad Ibrahim,1.347771507,103.6374692
25321,YCH Distripk,Tuas Ave 5,1.317650216,103.6564458
25329,Mapletree Logistics,Tuas Ave 5,1.317791389,103.6564625
25331,Chugoku Marine Paints,Tuas Ave 5,1.320197778,103.6538131
25339,Opp Chugoku Marine Paints,Tuas Ave 5,1.320181798,103.6539689
25341,Bef Tuas Ave 2,Tuas Ave 5,1.321943056,103.6519889
25349,Times Printers,Tuas Ave 5,1.321592221,103.6524818
25351,Hart Engrg Pte Ltd,Tuas Ave 2,1.323969716,103.6530315
25359,Opp Hart Engrg Pte Ltd,Tuas Ave 2,1.32365,103.6529239
25361,Yan San Metals Pte Ltd,Tuas Ave 4,1.324958464,103.6511246
25369,Opp Yan San Metals,Tuas Ave 4,1.325135769,103.6514726
25371,Aft Tuas Ave 4,Tuas Ave 9,1.323878056,103.6491744
25379,Aft Tuas Ave 6,Tuas Ave 9,1.324216409,103.649001
25381,WYN2000 Logistics Ctr,Tuas Ave 9,1.325563056,103.6473958
25389,Aft Tuas Ave 8,Tuas Ave 9,1.32595623,103.6472054
25391,Bef Pioneer Rd,Tuas West Rd,1.328969994,103.6370433
25399,Aft Pioneer Rd,Tuas West Rd,1.329238655,103.6379445
25411,BEF TUAS TER,Tuas West Dr,1.343870621,103.6383056
25419,Aft Tuas Ter,Tuas West Dr,1.344389081,103.6383761
25421,OPP TUAS LINK STN,Tuas West Dr,1.341466526,103.6374504
25429,TUAS LINK STN,Tuas West Dr,1.340558073,103.6369654
25431,Super Continental,Tuas West Dr,1.338976449,103.6365874
25439,Opp Super Continental,Tuas West Dr,1.339125254,103.6364265
25441,Bef Pioneer Rd,Tuas West Dr,1.334832118,103.6351235
25449,Aft Pioneer Rd,Tuas West Dr,1.33559255,103.6348856
25451,Aft Tuas West St,Tuas West Dr,1.3322833,103.6341031
25459,Opp Tuas West St,Tuas West Dr,1.3328,103.6341217
25461,Aft Tuas West Ave,Tuas West Dr,1.329448265,103.6329188
25469,Bef Tuas West Ave,Tuas West Dr,1.329294722,103.6326458
25471,Opp S'pore Epson Ind,Tuas Link 4,1.335523534,103.6418412
25479,S'pore Epson Ind,Tuas Link 4,1.335528056,103.6416297
25491,Opp Super Continental,Tuas Link 4,1.339010336,103.6381665
25499,Super Continental,Tuas Link 4,1.338749722,103.6382378
25501,Kee Wee Hup Kee,Tuas Ave 7,1.333790554,103.6436359
25509,Opp Kee Wee Hup Kee,Tuas Ave 7,1.333559305,103.6436494
25511,MICHELMAN,Tuas Ave 12,1.329815,103.6408047
25519,OPP MICHELMAN,Tuas Ave 12,1.329814516,103.6409965
25531,ST KINETICS,Tuas Ave 7,1.332349,103.645156
25539,FUJIFILM,Tuas Ave 7,1.332311,103.64507
25541,PEC,Tuas Ave 7,1.329782,103.647851
25549,CAST LABORATORIES,Tuas Ave 7,1.329815,103.647687
25551,GARMCO,Tuas Ave 8,1.325522,103.645927
25559,LEE WELDED MESH,Tuas Ave 8,1.325651,103.645879
25561,Aft Tuas Cres,Tuas Sth Ave 5,1.31836,103.637711
25569,Bef Tuas Cres,Tuas Sth Ave 5,1.318191,103.637247
25571,OPP WEST STAR,Tuas Sth Ave 5,1.315444,103.635242
25579,WEST STAR,Tuas Sth Ave 5,1.315542,103.634947
25589,CROWN EQUIPMENT,Tuas Ave 8,1.328334,103.648426
25591,OPP WYETH PHARMACEUTICALS,Tuas Sth Ave 4,1.310246,103.63509
25599,WYETH PHARMACEUTICALS,Tuas Sth Ave 4,1.30943,103.635806
25601,PFIZER GLOBAL,Tuas Sth Ave 7,1.301632,103.634717
25609,MERCK SHARP & DOHME,Tuas Sth Ave 7,1.301942,103.634519
25611,OPP WESTLINK TWO,Tuas Sth Ave 7,1.297703,103.633033
25621,STARBURST ENGRG,Tuas Sth Ave 7,1.294382,103.631889
25631,CONTAINER CONNECTIONS,Tuas Sth Ave 7,1.290329,103.631397
25641,OPP ROCHE S'PORE TECH,Tuas Sth Ave 9,1.296157,103.638434
25651,NOVARTIS,Tuas Sth Ave 6,1.299345,103.63553
25661,Bef Tuas Bay Lk,Tuas Sth Ave 8,1.293361,103.639925
25669,Aft Tuas Bay Lk,Tuas Sth Ave 8,1.293396,103.639523
25671,BEF OFFSHORE MARINE CTR,Tuas Bay Link,1.294546,103.641614
25681,BEF TUAS WEST AVE,Pioneer Rd,1.332541,103.637033
25689,AFT TUAS WEST AVE,Pioneer Rd,1.332109,103.637126
25691,AFT TUAS WEST RD STN,Tuas Ave 20,1.328519,103.639669
25701,GLAXOSMITHKLINE,Tuas Sth Ave 5,1.295593,103.627651
25709,EDGEN MURRAY,Tuas Sth Ave 5,1.295671,103.627284
25711,OPP THE INDEX,Tuas Sth Ave 5,1.288627,103.625073
25719,THE INDEX,Tuas Sth Ave 5,1.289014,103.624893
25721,Opp Abbott,Tuas Sth Ave 10,1.2851115,103.6282915
25729,ABBOTT,Tuas Sth Ave 10,1.284932,103.628258
25741,HALLIBURTON,Tuas Sth Ave 12,1.280501,103.62711
25751,BEF TUAS STH AVE 14,Tuas Sth Ave 5,1.278059,103.621663
25761,OPP REC S'PORE,Tuas Sth Ave 14,1.275062,103.624222
25771,AFT TUAS STH ST 7,Tuas Sth Ave 14,1.274334,103.632329
25781,OPP SLS,Tuas Sth Ave 9,1.276398,103.635811
25791,BEF TUAS STH AVE 10,Tuas Sth Ave 9,1.28202,103.636126
25801,BEF TUAS STH AVE 7,Tuas Sth Ave 10,1.28451,103.634186
25811,Bef Tuas Ave 7,Tuas Ave 12,1.332261,103.643199
25819,Aft Tuas Ave 7,Tuas Ave 12,1.332495,103.64353
25821,TUAS AMENITY CTR,Pioneer Rd,1.317492,103.652589
26011,Bef Tuas Ave 11,Tuas Cres,1.319229656,103.6487671
26019,PROGRESS GALVANIZING,Tuas Cres,1.318612,103.648062
26021,Bef Tuas Ave 13,Tuas Cres,1.317261394,103.6469309
26029,CHIA HOCK TRADING CO,Tuas Cres,1.317805,103.647257
26031,Hiap Seng Engrg Ltd,Tuas Cres,1.315482572,103.6452468
26039,ASIA POLYURETHANE,Tuas Cres,1.316062,103.645623
26041,HIAP SENG ENGRG LTD,Tuas Cres,1.314711,103.643052
26049,Damen Shipyard,Tuas Cres,1.314865764,103.6427515
26051,BLASTING ABRASIVES,Tuas Cres,1.316385,103.641295
26059,PAXOCEAN,Tuas Cres,1.316727778,103.6408389
26061,B S DEVELOPMENT,Tuas Cres,1.318186,103.639406
26069,Aft Tuas Ave 16,Tuas Cres,1.318502778,103.6389756
26071,UNIFINE STAR PETROCHEM,Tuas Cres,1.320508,103.637024
26079,Bef Tuas Loop,Tuas Cres,1.320606111,103.6367553
26081,BEF TUAS AVE 18A,Tuas Cres,1.322491,103.634908
26089,Bef Tuas Ave 20,Tuas Cres,1.322151716,103.6351002
26091,ROTARY ENGRG,Tuas Ave 20,1.324656,103.636135
26099,Bef Tuas Ave 13,Tuas Ave 20,1.324642494,103.6359969
26101,BASF STH EAST ASIA,Tuas Ave 20,1.326868,103.638144
26109,Bef Tuas Ave 11,Tuas Ave 20,1.327277428,103.6384905
26111,Tru-Marine,Tuas Basin Link,1.314643056,103.6542583
26121,Bef Tuas Amenity Ctr,Tuas Basin Link,1.317368402,103.6513642
26131,Aft Tuas Cres,Tuas Basin Link,1.319022778,103.6497
26141,Mectron Engrg,Tuas Ave 11,1.326686247,103.6402559
26151,Tuas Lot,Tuas Ave 11,1.324529988,103.6425227
26161,3NC S'pore,Tuas Ave 11,1.322383257,103.6448005
